17.78,17.83001,17.05,17.06999,4033600,9.45663
17.71999,18.10008,17.55,17.78,3762100,9.84997
17.33,18.10008,17.33,17.75,6086500,9.83335
16.54,17.69999,16.54,17.29001,5712000,9.57852
16.00,17.22001,15.93,16.45999,4783100,9.1187
16.30001,16.79999,16.30001,16.65,3271800,9.22396
16.63,16.84001,16.32001,16.34,2276400,9.05223
16.66001,16.85,16.20,16.54999,3352200,9.16856
16.22,16.97999,16.00999,16.95001,5576500,9.39016
16.48001,16.57001,15.60001,16.21001,3079900,8.98021
16.79,17.40001,16.40,16.67,6238300,9.23504
17.22001,18.03996,16.72999,16.92,7437300,9.37354
16.16,16.92,16.02,16.40,7262000,9.08546
14.51,16.32001,14.45,16.32001,8365500,9.04115
14.74999,14.92999,14.09999,14.83999,4262500,8.22123
15.17999,15.17999,15.17999,15.17999,000,8.40959
15.17999,15.17999,15.17999,15.17999,000,8.40959
14.97001,15.32,14.81999,15.17999,2885200,8.40959
15.69001,15.98999,14.78,14.96,4036600,8.28771
16.00,16.00,15.37,15.70,4181900,8.69767
15.88,16.85,15.84,16.38,5191400,9.07438
15.82,16.52,15.78001,16.06,4042400,8.8971
15.40001,16.21001,15.39,15.78001,6714000,8.74199
15.70,16.50001,14.68001,14.88999,6005800,8.24893
17.98999,17.98999,16.31,16.31,6700000,9.0356
18.41994,18.41994,17.29001,18.12006,5830400,10.03836
18.19998,18.84996,17.85001,18.41994,3326500,10.20449
18.01998,18.50004,18.01998,18.27,3737000,10.12143
19.18998,19.18998,18.00,18.61002,5608000,10.3098
18.61002,19.58004,18.52992,19.24002,5500200,10.65881
18.12996,19.29996,18.12996,18.79992,4900400,10.415
18.00,18.46008,17.71,18.12996,3894900,10.04385
17.17999,18.39006,16.50001,18.19998,7193900,10.08264
19.18998,19.94994,17.40001,17.40001,8556100,9.63946
20.01996,20.17998,19.18008,19.33002,6505400,10.70867
21.00006,21.00006,20.10006,20.17998,5375400,11.17954
20.82006,21.45996,20.52,21.20994,6341200,11.75013
21.13992,21.38004,20.08008,21.13992,7181500,11.71134
21.13002,21.58992,21.00006,21.13992,4530300,11.71134
21.70008,21.70008,20.46006,21.49002,6677700,11.90529
22.62996,22.87008,21.56004,21.99006,8801600,12.18231
21.00996,22.77,20.88,22.59,12102200,12.51467
21.00006,21.63996,20.80008,21.07008,6728200,11.67265
21.45006,22.37994,21.04992,21.25008,8161800,11.77237
21.40992,21.70008,20.68002,21.58002,7784300,11.95515
22.21992,22.41,21.06,21.20994,9812000,11.75013
21.34008,22.26006,21.11004,21.94992,9745400,12.16007
19.99998,21.88008,19.58004,21.88008,13574900,12.12138
18.82998,20.59002,18.72,19.89,10269800,11.01889
18.16992,18.84006,18.10008,18.72,2726100,10.37072
18.14994,18.30006,17.64,18.07992,2549300,10.01612
19.15992,19.20006,18.01008,18.14994,3976500,10.05491
18.88002,19.27998,18.59994,19.17,3353300,10.62002
19.44,19.69992,18.21996,18.95994,7809400,10.50365
20.25,20.43,19.00008,19.63998,6947100,10.88039
20.19996,20.68002,19.69992,20.26008,9417600,11.22392
19.80,20.66004,19.51992,20.57994,9629200,11.40111
19.74996,20.10996,19.27998,20.03004,13244400,11.09647
17.94001,19.72998,17.94001,19.72998,8434300,10.93024
18.00,18.18,17.74001,17.94001,3142500,9.93861
18.57996,18.64008,17.80,18.00,5773900,9.97185
17.89999,18.64008,17.80,18.57996,9849000,10.29314
17.65001,17.98999,17.62999,17.82,5364500,9.87213
17.33999,17.71,17.23,17.71,4989400,9.81119
16.60,17.29001,16.40,17.23,2703300,9.54527
16.65,16.95001,16.50001,16.60,2466500,9.19626
17.10,17.23,16.56,16.65,4482500,9.22396
17.41,17.58001,17.11001,17.20001,4647200,9.52866
